id,requester_id,submitter_id,created_at,subject,description,tags,channel,status,organization_id,priority,type
30275,412351409893,410168142174,2023-05-24T20:53:55Z,Kansas City Royals - Crown Collection URL,"CAUTION: External Sender

Hi Ricardo,

Please secure this url:

www.crowncollectionnapa.com<http://www.crowncollectionnapa.com/>

Thanks,
Lisa",['support'],email,,370381730214,normal,incident
30260,411336168733,411336168733,2023-05-23T18:27:49Z,ap@tenergy.com,"ginger@tenergy.com is a member for group email ap@tenergy.com.
However, she seems not able to receive email sent to ap@tenergy.com, and I did not see email blocked when I review quarantine session.

For example, email on 5/19 2:58pm from tenants@linklogistics.com tp ap@tenergy.com, it did not reach ginger@tenergy.com.
But when I forward this same email to ap@tenergy.com, she can receive it.

Please help us find out what is going on. It is important for her to receive emails at ap@tenergy.com.



--

Katherine Zhuang
Tenergy Corporation
510-687-0388 x 328<tel:(510)%20687-0388> | Fax: 510-687-0328<tel:(510)%20687-0328>",['support'],email,,370381730434,normal,incident
30254,9609252311319,410168142174,2023-05-23T15:06:19Z,Foolish club - QR and UPC Codes,"CAUTION: External Sender

Hi Ricardo and Daniela,

Hope this email finds you well, Can you please help me with the requests below?

@Ricardo Parraga<mailto:rparraga@myd4.com> Could you please generate these QR Codes


Tennessee Titans
Colombia Blue - 2020 Cabernet Sauvignon, Napa Valley

colombiablue2020cabnv

Rough & Dressed
Music City football - 2021 Pinot Noir, Russian River Valley

musiccityfootball2021pinotnoir
Union & Church - 2021 Cuvee Blanc, Napa Valley
union&church2021cuveeblanc





@Daniela Quijada<mailto:daniela@fewinery.com> Can you help us with these UPCs:


Tennessee Titans
Colombia Blue
2020 Cabernet Sauvignon, Napa Valley
Rough & Dressed
Music City football
2021 Pinot Noir, Russian River Valley

Union & Church
2021 Cuvee Blanc, Napa Valley

Thanks,


[cid:image001.png@01D98D54.4156D800]",['support'],email,,370381730214,normal,incident
30252,9609252311319,9609252311319,2023-05-23T14:39:31Z,Reserved DID (707) 341-2594 Number for 1844 Reserve,"Hi D4 Team,

Can you please assign and configure this number (707) 341-2594 for ex. (Delta Kappa Epsilon - 1844 Reserve). Please make this to be active on (6/1).

@Victor Portillo can someone from your team help us to get the greeting recorded?   

 

Thanks,",['support'],email,,370381730214,normal,incident
30236,412351409893,412351409893,2023-05-19T21:55:12Z,FW: Org Charts - OSI,"Support,

 

Please provide us access to Carols’ files.

 

@Angela Menendez, we can start working on this when we have access.

 

Lisa

 

From: Angela Menéndez <amenendez@osinearshore.com>
Date: Friday, May 19, 2023 at 1:57 PM
To: Fatima Chavez <fchavez@osinearshore.com>, Lisa Struck <lisa@fewinery.com>
Cc: Williams Abarca <wabarca@osinearshore.com>
Subject: Org Charts - OSI

CAUTION: External Sender

 

Good afternoon Fátima and Lisa,

 

I was wondering if you guys could help me.

 

Carlitos worked for me on this organization chart and another without the red boxes.

 

Could you help me update these Org charts that should be on Carlos’s backup? If this is possible for next week, I would like to sit with someone to give them the changes live.

 

Thank you in advance.

 

Best regards,

 

 

 

 

Angela Menéndez

Human Resources and OPS

Director

(714) 450-7745

(503) 6180-0485

http://osinearshore.com (http://osinearshore.com/)

amenendez@osinearshore.com",['support'],email,,370381730214,normal,incident
30235,422691238914,422691238914,2023-05-19T21:41:36Z,Relocation - TVision,"Hello Team,

Please assist me relocating from cubicles 71-83 to the row in front of us, which are cubicles 70-82. Before finalizing the seating arrangement, please let me know to coordinate the specific spots for each one. Williams is aware of this relocation request.

Thank you,
[cid:114a4d27-44ef-4462-9edd-e65b9497ca89]
Estefanía Hernández
Panel Ops Team Lead
570-884-4357
https://www.tvisioninsights.com/",['support'],email,,1900028126905,normal,incident
30109,411375451273,411375451273,2023-05-17T18:37:53Z,Windows Autopilot Registration,"Good afternoon,

 

I have two devices that are not currently registered in Windows Autopilot, and I would like to request your assistance in getting them registered so we can remotely manage them.

 

Description

Service Tag

Location

Dell Precision Mobile Workstation 7710 laptop

JZB2PF2

Fairfax, VA

Dell Vostro 5581 laptop

HPNKHT2

Burlington, MA

 

We plan to deploy the Dell Precision Mobile Workstation 7710 laptop on Monday, so that one is the higher priority. I have someone in the Fairfax office who can assist with hands on the keyboard as necessary.

 

Would you be able to schedule a time between now and close of business on Friday to guide us through the process? I am available any time except from 1300-1400 Eastern on Thursday.

 

Thank you,

Vince

 

Vincent J. Maconi
General Manager
Gemini Industries Inc.
200 Summit Drive
Burlington, MA 01803-5276

 

vmaconi@gemini-ind.com

Phone: (781) 203-0100 x204
Fax: (781) 203-0098

 

Privileged/Proprietary Information may be contained in this message. This message is intended only for the addressee. Please notify the sender by e-mail if you are not the intended recipient, you may not copy, disclose or distribute this message or its contents to any other person. Any such actions may be unlawful.",['support'],email,,370403986713,normal,incident
30067,14528138105367,14528138105367,2023-05-16T22:10:32Z,Microsoft/Office licensing modification,"Team,

The OKTA session has routinely updated licensing that has been configured in the Office portal.  We are preparing to test Intune device management and with that need to have various license types as options from within OKTA to associate with the accounts.


  1.  How can we isolate an account in a manner that is no longer governed by OKTA?  I am unable to create a service account against lcsfin.com (only option we have is <account name>@lcsfin.onmicrosoft.com which will not work for what we need it to do.  I need an account created (onboarding@lcsfin.com) that has necessary licensing and appropriate permissions for Intune management and joining devices to AAD, but I am unable to complete this via O365 Admin portal or Azure AD.
  2.  If I create an account in OKTA, I am unable to associate Microsoft Business Premium, Microsoft E3, or Microsoft E5 licensing due to the limitations defined within the profile configuration.  These licenses will be available later this week.

Please advise on how best to adjust accounts appropriately to accommodate a very aggressive initiative timeline.

Thank you for your assistance with this request.


William Herron

Information Security Manager

[https://tw-desk-files.teamwork.com/i/141712/attachment-inline/999999999.20200910125537956.999999999.20200910125537956aQVlh.jpeg]

p:

720.221.5830  e: william.herron@lcsfin.com<mailto:william.herron@lcsfin.com>

a:

6782 South Potomac Street Suite 100, Centennial, CO 80112





CONFIDENTIALITY NOTICE: This communication is intended only for the person or entity to which it is addressed and may contain information that is privileged, confidential and exempt from disclosure under applicable law. Any unauthorized disclosure or distribution is strictly prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message. This office is deemed to be a debt collector, and this is an attempt to collect a debt. Any information obtained will be used for that purpose.",['support'],email,,370403985933,normal,incident
30014,414343581014,414343581014,2023-05-16T14:53:35Z,Attrition> Melida Serrano.,[No content],['support'],email,,370381673274,normal,incident
29946,411454395014,411454395014,2023-05-12T16:31:17Z,RE: Rene's computer Backup,"Hello @MyD4 Support

 

Could you help me out with this request. I don’t think this is uploaded yet. Please lend us the computer for a moment so we can extract the files.

 

Thanks in advance.

 

Williams Abarca

Operations Manager

(714) 450-7736

http://osinearshore.com (http://osinearshore.com/)

wabarca@osinearshore.com

 

 

 

From: Celina Morales <cmorales@fewinery.com>
Sent: Friday, May 12, 2023 8:44 AM
To: Williams Abarca <wabarca@osinearshore.com>; Lisa Struck FEW <lisa@fewinery.com>; Fatima Chavez FEW <fatima@fewinery.com>
Subject: Rene's computer Backup

 

CAUTION: External Sender

 

Hi Williams, good morning!

We need the access to Rene’s files and the IT team told me to request that from you. Can you share the link with the team please.

 

Thank you,

Celina",['support'],email,,1900028126905,normal,incident
29941,411375573513,411375573513,2023-05-12T14:30:47Z,ATP Scan In Progress...,"Why is this still scanning, for over 24 hours now?

 

 

Thanks,


Duane Mizell
Senior Associate / IT Manager

REES
Architecture Planning Interior Design
9595 Six Pines Dr., Suite 6240 | The Woodlands, TX 77380 
o 214 580 7162 | m 214 632 1044 | rees.com (http://www.rees.com)


Message contents are confidential, proprietary property of REES and protected by copyright law. This message is intended solely for the addressee(s) identified above and REES makes no representation that this message is secure, error free or free from viruses.",['support'],email,,370403987173,normal,incident
29929,411416221194,411416221194,2023-05-11T15:47:09Z,RE: RE: Closed - Ticket 25596 for Dimension4 for ticket ID: 27698,"This is a follow-up to your previous request #27698 ""RE: Closed - Ticket 25596 f...""

<div class=""zd-comment"" dir=""auto""><style><!--
/* Font Definitions */
@font-face
	{font-family:""Cambria Math"";
	panose-1:2 4 5 3 5 4 6 3 2 4;}
@font-face
	{font-family:Calibri;
	panose-1:2 15 5 2 2 2 4 3 2 4;}
@font-face
	{font-family:Verdana;
	panose-1:2 11 6 4 3 5 4 4 2 4;}
@font-face
	{font-family:""Segoe UI Emoji"";
	panose-1:2 11 5 2 4 2 4 2 2 3;}
@font-face
	{font-family:""Lucida Sans Unicode"";
	panose-1:2 11 6 2 3 5 4 2 2 4;}
/* Style Definitions */
p.MsoNormal, li.MsoNormal, div.MsoNormal
	{margin:0in;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;}
a:link, span.MsoHyperlink
	{mso-style-priority:99;
	color:blue;
	text-decoration:underline;}
a:visited, span.MsoHyperlinkFollowed
	{mso-style-priority:99;
	color:purple;
	text-decoration:underline;}
p.msonormal0, li.msonormal0, div.msonormal0
	{mso-style-name:msonormal;
	mso-margin-top-alt:auto;
	margin-right:0in;
	mso-margin-bottom-alt:auto;
	margin-left:0in;
	font-size:11.0pt;
	font-family:""Calibri"",sans-serif;}
span.EmailStyle20
	{mso-style-type:personal-reply;
	font-family:""Calibri"",sans-serif;
	color:windowtext;}
.MsoChpDefault
	{mso-style-type:export-only;
	font-size:10.0pt;
	mso-ligatures:none;}
@page WordSection1
	{size:8.5in 11.0in;
	margin:1.0in 1.0in 1.0in 1.0in;}
div.WordSection1
	{page:WordSection1;}
--></style><div class=""WordSection1"">
<p class=""MsoNormal"" dir=""auto"">Hi Edwin,<o:p></o:p></p>
<p class=""MsoNormal"" dir=""auto""><o:p>&nbsp;</o:p></p>
<p class=""MsoNormal"" dir=""auto"">I never ends. I tried three times online. I will send a check.<o:p></o:p></p>
<p class=""MsoNormal"" dir=""auto""><o:p></o:p></p>
<p class=""MsoNormal"" dir=""auto""><o:p>&nbsp;</o:p></p>
<div>
<p class=""MsoNormal"" dir=""auto"">Elwood Higley<o:p></o:p></p>
<p class=""MsoNormal"" dir=""auto"">Controller<o:p></o:p></p>
<p class=""MsoNormal"" dir=""auto"">Paulson Manufacturing<o:p></o:p></p>
</div>
<p class=""MsoNormal"" dir=""auto""><o:p>&nbsp;</o:p></p>


</div></div>",['support'],web,,370381730354,normal,incident
29916,11569234328343,11569234328343,2023-05-09T20:44:09Z,Issues with Network driver,"Hi Team

Hope this email finds you well. Could you please help me with the physical check of Erick's Computer? He reported issues with the network adapter. He's located on the 4th floor, spot 53.

Best regards

[cid:063b1fbd-6093-4f54-a68d-4010c869499b]
Fernando Montano
Team Lead
http://osinearshore.com<http://osinearshore.com/>
fmontano@osinearshore.com<mailto:fmontano@osinearshore.com>",['support'],email,,1900028126905,normal,incident
29893,8395397988887,8395397988887,2023-05-08T14:22:13Z,Oscar Zaldaña PC issues,"Team,

 

Oscar Zaldaña started to experience blue screen issues on Friday evening, we kindly ask for a replacement.

 

 

Regards,

 

 

Pablo Bonilla

Team Lead

https://osinearshore.com/

pbonilla@osinearshore.com",['support'],email,,1900028126905,normal,incident
29852,411375474513,411375474513,2023-05-04T20:52:38Z,Contract,"I understand that we are billed monthly, but can you tell me what our contract period is?  Yearly or monthly? If yearly when does it renew?

 

Thanks

 

Chad Skelton | IT & Finance Mgr

p: 586-771-6600  m: 248-705-4983  f: 586-771-8780

a: 13891 Stephens Rd, Warren, MI 48089  e: chad.skelton@blakelyproducts.com

w: www.walcro.com (https://protect-us.mimecast.com/s/P6kdC4xWzxCBKEMTxy6iM?domain=walcro.com) www.cartwrightdistributing.com (https://protect-us.mimecast.com/s/CaDcC68YB8trY7jC5V3Z4?domain=cartwrightdistributing.com) www.jer-and.com (https://protect-us.mimecast.com/s/BlfrC82XM2H6pWDiwJ4ZI?domain=jer-and.com) www.tsf.com (https://protect-us.mimecast.com/s/2_LMC0RA0RUGwQqcrbZk0?domain=tsf.com) www.blakelyproducts.com (https://protect-us.mimecast.com/s/dl6_CjRA0RUnQDKIYzmXK?domain=blakelyproducts.com)",['support'],email,,370403987013,normal,incident
29801,411375433973,411375433973,2023-04-28T15:21:04Z,FVandenbroeck email not synching changes,"Hello,

Fran's Old Version local Outlook is not synchronizing with her OWA but the New Version local Outlook is.  The problem is neither the New Version local Outlook nor the OWA accurately reflect her current Old Version local Outlook where she always works.

Last week she toggled the ""try new Outlook"" button in the upper right of her Old Version local Outlook and it downloaded and opened the ""new"" version in a separate Window.  She has both of these local apps running on her local machine now and noticed the New Version and OWA are not accurately reflecting what she has done in her Old Version.

She is responding to and moving messages to subfolders in her Old Version local Outlook and has her Inbox trimmed to just 22 messages.

When she views her mailbox online in OWA or in the New Version local Outlook the Inbox contains 436 messages, all the ones that she has read, answered, and moved to subfolders in her Old Version local Outlook are still there.

The app on her phone is also showing the OWA count, not the Old Version local app Inbox.

I have scanned the settings for both the OWA and local apps and I don't see anything unusual.

The problem started about a week ago.

I have attached screenshots for your review.

Thank you,
Terry
Francine_Vandenbroeck Local Outlook Old Version.png
Francine_Vandenbroeck Local App New Version.png
Francine_Vandenbroeck OWA.png",['support'],email,,370381668214,normal,incident
29718,9609252311319,9609252311319,2023-04-24T23:07:43Z,John Wayne Estates - Duke Cellars - New Email Distro Request,"Good afternoon Support Team,

 

Please create the below email distro with the same members as the other brands

 

wineclub@dukecellars.com

 

 

Thanks,",['support'],email,,370381730214,normal,incident
29693,411454395014,411454395014,2023-04-21T17:58:17Z,Priority Roster - Laptop Replacements - April 21st,"Hello Edwin & Team,

 

I’m sending the roster of agents presenting multiple issues with their laptops. Please note 3 of them are new hires, we really need to deliver a good equipment to new hires to avoid a negative perception during the onboarding period.

 

ID

Full Name

Position

Account

Direct Manager

36532

Douglas Ernesto Abrego Gonzalez

VOIP Support L2

Netsapiens

Hector Antonio Rivas Rivas

36929

Luis Jose Monge Avila

VOIP Support L2

Netsapiens

Hector Antonio Rivas Rivas

NH

Kevin Marcelo Irizarry Rios

Telecom Provisioning Support

Crexendo

Fernando Jose Montano Avalos

NH

Fernando Arturo Obando Turcios

Telecom Provisioning Support

Crexendo

Fernando Jose Montano Avalos

NH

Henry Mauricio Cañas Contreras

Telecom Provisioning Support

Crexendo

Fernando Jose Montano Avalos

36861

Francisco Javier Medrano Benitez

VOIP Support L1

Spectrum VoIP

Fernando Jose Montano Avalos

36864

Gerardo Alfonso Rodriguez Moncada

VOIP Support L1

Spectrum VoIP

Fernando Jose Montano Avalos

 

Thanks in advance.

 

Williams Abarca

Operations Manager

(714) 450-7736

http://osinearshore.com (http://osinearshore.com/)

wabarca@osinearshore.com",['support'],email,,1900028126905,normal,incident
